City,State short,State full,County
Trego,WI,Wisconsin,WASHBURN
Turtle Lake,WI,Wisconsin,BARRON
Wascott,WI,Wisconsin,DOUGLAS
Washburn,WI,Wisconsin,BAYFIELD
Webster,WI,Wisconsin,BURNETT
Weyerhaeuser,WI,Wisconsin,RUSK
Winter,WI,Wisconsin,SAWYER
Oshkosh,WI,Wisconsin,WINNEBAGO
Almond,WI,Wisconsin,PORTAGE
Appleton,WI,Wisconsin,OUTAGAMIE
Bancroft,WI,Wisconsin,PORTAGE
Bear Creek,WI,Wisconsin,OUTAGAMIE
Berlin,WI,Wisconsin,GREEN LAKE
Big Falls,WI,Wisconsin,WAUPACA
Butte Des Morts,WI,Wisconsin,WINNEBAGO
Caroline,WI,Wisconsin,SHAWANO
Clintonville,WI,Wisconsin,WAUPACA
Coloma,WI,Wisconsin,WAUSHARA
Dale,WI,Wisconsin,OUTAGAMIE
Eldorado,WI,Wisconsin,FOND DU LAC
Embarrass,WI,Wisconsin,WAUPACA
Eureka,WI,Wisconsin,WINNEBAGO
Fond Du Lac,WI,Wisconsin,FOND DU LAC
FDL,WI,Wisconsin,FOND DU LAC
Fremont,WI,Wisconsin,WAUPACA
Green Lake,WI,Wisconsin,GREEN LAKE
Greenville,WI,Wisconsin,OUTAGAMIE
Hancock,WI,Wisconsin,WAUSHARA
Hortonville,WI,Wisconsin,OUTAGAMIE
Iola,WI,Wisconsin,WAUPACA
King,WI,Wisconsin,WAUPACA
Larsen,WI,Wisconsin,WINNEBAGO
Leopolis,WI,Wisconsin,SHAWANO
Manawa,WI,Wisconsin,WAUPACA
Marion,WI,Wisconsin,WAUPACA
Menasha,WI,Wisconsin,WINNEBAGO
Neenah,WI,Wisconsin,WINNEBAGO
Neshkoro,WI,Wisconsin,MARQUETTE
New London,WI,Wisconsin,WAUPACA
Ogdensburg,WI,Wisconsin,WAUPACA
Omro,WI,Wisconsin,WINNEBAGO
Pickett,WI,Wisconsin,WINNEBAGO
Pine River,WI,Wisconsin,WAUSHARA
Plainfield,WI,Wisconsin,WAUSHARA
Poy Sippi,WI,Wisconsin,WAUSHARA
Princeton,WI,Wisconsin,GREEN LAKE
Readfield,WI,Wisconsin,WAUPACA
Redgranite,WI,Wisconsin,WAUSHARA
Ripon,WI,Wisconsin,FOND DU LAC
Rosendale,WI,Wisconsin,FOND DU LAC
Saxeville,WI,Wisconsin,WAUSHARA
Scandinavia,WI,Wisconsin,WAUPACA
Tilleda,WI,Wisconsin,SHAWANO
Van Dyne,WI,Wisconsin,FOND DU LAC
Waukau,WI,Wisconsin,WINNEBAGO
Waupaca,WI,Wisconsin,WAUPACA
Wautoma,WI,Wisconsin,WAUSHARA
Weyauwega,WI,Wisconsin,WAUPACA
Wild Rose,WI,Wisconsin,WAUSHARA
Winnebago,WI,Wisconsin,WINNEBAGO
Winneconne,WI,Wisconsin,WINNEBAGO
Afton,MN,Minnesota,WASHINGTON
Almelund,MN,Minnesota,CHISAGO
Bayport,MN,Minnesota,WASHINGTON
Bethel,MN,Minnesota,ANOKA
Braham,MN,Minnesota,ISANTI
Brook Park,MN,Minnesota,PINE
Cambridge,MN,Minnesota,ISANTI
Cannon Falls,MN,Minnesota,GOODHUE
Castle Rock,MN,Minnesota,DAKOTA
Cedar,MN,Minnesota,ANOKA
Center City,MN,Minnesota,CHISAGO
Chisago City,MN,Minnesota,CHISAGO
Circle Pines,MN,Minnesota,ANOKA
Cottage Grove,MN,Minnesota,WASHINGTON
Dalbo,MN,Minnesota,ISANTI
Dennison,MN,Minnesota,GOODHUE
Dundas,MN,Minnesota,RICE
Elko New Market,MN,Minnesota,SCOTT
Faribault,MN,Minnesota,RICE
Farmington,MN,Minnesota,DAKOTA
Forest Lake,MN,Minnesota,WASHINGTON
Frontenac,MN,Minnesota,GOODHUE
Goodhue,MN,Minnesota,GOODHUE
Grandy,MN,Minnesota,ISANTI
Grasston,MN,Minnesota,PINE
Hampton,MN,Minnesota,DAKOTA
Harris,MN,Minnesota,CHISAGO
Hastings,MN,Minnesota,DAKOTA
Henriette,MN,Minnesota,PINE
Hinckley,MN,Minnesota,PINE
Hugo,MN,Minnesota,WASHINGTON
Isanti,MN,Minnesota,ISANTI
Lake City,MN,Minnesota,WABASHA
Lake Elmo,MN,Minnesota,WASHINGTON
Lakeland,MN,Minnesota,WASHINGTON
Lakeville,MN,Minnesota,DAKOTA
Lindstrom,MN,Minnesota,CHISAGO
Lonsdale,MN,Minnesota,RICE
Marine On Saint Croix,MN,Minnesota,WASHINGTON
Medford,MN,Minnesota,STEELE
Mora,MN,Minnesota,KANABEC
Morristown,MN,Minnesota,RICE
Nerstrand,MN,Minnesota,RICE
Newport,MN,Minnesota,WASHINGTON
North Branch,MN,Minnesota,CHISAGO
Northfield,MN,Minnesota,RICE
Owatonna,MN,Minnesota,STEELE
Pine City,MN,Minnesota,PINE
Randolph,MN,Minnesota,DAKOTA
Red Wing,MN,Minnesota,GOODHUE
Rock Creek,MN,Minnesota,PINE
Rosemount,MN,Minnesota,DAKOTA
Rush City,MN,Minnesota,CHISAGO
Saint Francis,MN,Minnesota,ANOKA
Saint Paul Park,MN,Minnesota,WASHINGTON
Sandstone,MN,Minnesota,PINE
Scandia,MN,Minnesota,WASHINGTON
Shafer,MN,Minnesota,CHISAGO
South Saint Paul,MN,Minnesota,DAKOTA
Inver Grove Heights,MN,Minnesota,DAKOTA
Stacy,MN,Minnesota,CHISAGO
Stanchfield,MN,Minnesota,ISANTI
Stillwater,MN,Minnesota,WASHINGTON
Taylors Falls,MN,Minnesota,CHISAGO
Vermillion,MN,Minnesota,DAKOTA
Warsaw,MN,Minnesota,RICE
Webster,MN,Minnesota,RICE
Welch,MN,Minnesota,GOODHUE
Willernie,MN,Minnesota,WASHINGTON
Wyoming,MN,Minnesota,CHISAGO
Saint Paul,MN,Minnesota,RAMSEY
Saint Paul,MN,Minnesota,HENNEPIN
Saint Paul,MN,Minnesota,WASHINGTON
Saint Paul,MN,Minnesota,DAKOTA
Mendota,MN,Minnesota,DAKOTA
Albertville,MN,Minnesota,WRIGHT
Annandale,MN,Minnesota,WRIGHT
Anoka,MN,Minnesota,ANOKA
Andover,MN,Minnesota,ANOKA
Hopkins,MN,Minnesota,HENNEPIN
Burnsville,MN,Minnesota,DAKOTA
Arlington,MN,Minnesota,SIBLEY
Becker,MN,Minnesota,SHERBURNE
Big Lake,MN,Minnesota,SHERBURNE
Bird Island,MN,Minnesota,RENVILLE
Osseo,MN,Minnesota,HENNEPIN
Brownton,MN,Minnesota,MCLEOD
Buffalo,MN,Minnesota,WRIGHT
Buffalo Lake,MN,Minnesota,RENVILLE
Carver,MN,Minnesota,CARVER
Champlin,MN,Minnesota,HENNEPIN
Chanhassen,MN,Minnesota,CARVER
Chaska,MN,Minnesota,CARVER
Clear Lake,MN,Minnesota,SHERBURNE
Clearwater,MN,Minnesota,WRIGHT
Cokato,MN,Minnesota,WRIGHT
Cologne,MN,Minnesota,CARVER
Crystal Bay,MN,Minnesota,HENNEPIN
Darwin,MN,Minnesota,MEEKER
Dassel,MN,Minnesota,MEEKER
Dayton,MN,Minnesota,HENNEPIN
Delano,MN,Minnesota,WRIGHT
Eden Valley,MN,Minnesota,MEEKER
Elk River,MN,Minnesota,SHERBURNE
Excelsior,MN,Minnesota,HENNEPIN
Fairfax,MN,Minnesota,RENVILLE
Franklin,MN,Minnesota,RENVILLE
Gaylord,MN,Minnesota,SIBLEY
Gibbon,MN,Minnesota,SIBLEY
Glencoe,MN,Minnesota,MCLEOD
Green Isle,MN,Minnesota,SIBLEY
Hamburg,MN,Minnesota,CARVER
Hamel,MN,Minnesota,HENNEPIN
Hanover,MN,Minnesota,WRIGHT
Hector,MN,Minnesota,RENVILLE
Eden Prairie,MN,Minnesota,HENNEPIN
Minnetonka,MN,Minnesota,HENNEPIN
Maple Plain,MN,Minnesota,HENNEPIN
Howard Lake,MN,Minnesota,WRIGHT
Hutchinson,MN,Minnesota,MCLEOD
Jordan,MN,Minnesota,SCOTT
Kimball,MN,Minnesota,STEARNS
Lester Prairie,MN,Minnesota,MCLEOD
Litchfield,MN,Minnesota,MEEKER
Long Lake,MN,Minnesota,HENNEPIN
Loretto,MN,Minnesota,HENNEPIN
Maple Lake,MN,Minnesota,WRIGHT
Mayer,MN,Minnesota,CARVER
Minnetonka Beach,MN,Minnesota,HENNEPIN
Monticello,MN,Minnesota,WRIGHT
Montrose,MN,Minnesota,WRIGHT
Mound,MN,Minnesota,HENNEPIN
New Auburn,MN,Minnesota,SIBLEY
New Germany,MN,Minnesota,CARVER
NYA,MN,Minnesota,CARVER
Norwood Young America,MN,Minnesota,CARVER
Plato,MN,Minnesota,MCLEOD
Princeton,MN,Minnesota,MILLE LACS
Prior Lake,MN,Minnesota,SCOTT
Rockford,MN,Minnesota,WRIGHT
Rogers,MN,Minnesota,HENNEPIN
Saint Bonifacius,MN,Minnesota,HENNEPIN
Saint Michael,MN,Minnesota,WRIGHT
Santiago,MN,Minnesota,SHERBURNE
Savage,MN,Minnesota,SCOTT
Shakopee,MN,Minnesota,SCOTT
Silver Creek,MN,Minnesota,WRIGHT
Silver Lake,MN,Minnesota,MCLEOD
South Haven,MN,Minnesota,WRIGHT
Norwood,MN,Minnesota,CARVER
Spring Park,MN,Minnesota,HENNEPIN
Stewart,MN,Minnesota,MCLEOD
Victoria,MN,Minnesota,CARVER
Waconia,MN,Minnesota,CARVER
Watertown,MN,Minnesota,CARVER
Watkins,MN,Minnesota,MEEKER
Waverly,MN,Minnesota,WRIGHT
Wayzata,MN,Minnesota,HENNEPIN
Navarre,MN,Minnesota,HENNEPIN
Maple Plain,MN,Minnesota,WRIGHT
Young America,MN,Minnesota,CARVER
Winsted,MN,Minnesota,MCLEOD
Winthrop,MN,Minnesota,SIBLEY
Zimmerman,MN,Minnesota,SHERBURNE
Minneapolis,MN,Minnesota,HENNEPIN
Minneapolis,MN,Minnesota,ANOKA
Saint Louis Park,MN,Minnesota,HENNEPIN
ABMPS,MN,Minnesota,HENNEPIN
NYA,MN,Minnesota,HENNEPIN
Rockford,MN,Minnesota,HENNEPIN
Young America,MN,Minnesota,HENNEPIN
Howard Lake,MN,Minnesota,HENNEPIN
Beaver Bay,MN,Minnesota,LAKE
Brimson,MN,Minnesota,SAINT LOUIS
Finland,MN,Minnesota,LAKE
Grand Marais,MN,Minnesota,COOK
Grand Portage,MN,Minnesota,COOK
Hovland,MN,Minnesota,COOK
Isabella,MN,Minnesota,LAKE
Knife River,MN,Minnesota,LAKE
Lutsen,MN,Minnesota,COOK
Schroeder,MN,Minnesota,COOK
Silver Bay,MN,Minnesota,LAKE
Tofte,MN,Minnesota,COOK
Two Harbors,MN,Minnesota,LAKE
Adolph,MN,Minnesota,SAINT LOUIS
Alborn,MN,Minnesota,SAINT LOUIS
Angora,MN,Minnesota,SAINT LOUIS
Askov,MN,Minnesota,PINE
Aurora,MN,Minnesota,SAINT LOUIS
Babbitt,MN,Minnesota,SAINT LOUIS
Barnum,MN,Minnesota,CARLTON
Biwabik,MN,Minnesota,SAINT LOUIS
Bovey,MN,Minnesota,ITASCA
Britt,MN,Minnesota,SAINT LOUIS
Brookston,MN,Minnesota,SAINT LOUIS
Bruno,MN,Minnesota,PINE
Buhl,MN,Minnesota,SAINT LOUIS
Calumet,MN,Minnesota,ITASCA
Canyon,MN,Minnesota,SAINT LOUIS
Carlton,MN,Minnesota,CARLTON
Chisholm,MN,Minnesota,SAINT LOUIS
Cloquet,MN,Minnesota,CARLTON
Cohasset,MN,Minnesota,ITASCA
Coleraine,MN,Minnesota,ITASCA
Cook,MN,Minnesota,SAINT LOUIS
Cotton,MN,Minnesota,SAINT LOUIS
Crane Lake,MN,Minnesota,SAINT LOUIS
Cromwell,MN,Minnesota,CARLTON
Grand Rapids,MN,Minnesota,ITASCA
Ely,MN,Minnesota,SAINT LOUIS
Embarrass,MN,Minnesota,SAINT LOUIS
Esko,MN,Minnesota,CARLTON
Eveleth,MN,Minnesota,SAINT LOUIS
Finlayson,MN,Minnesota,PINE
Floodwood,MN,Minnesota,SAINT LOUIS
Forbes,MN,Minnesota,SAINT LOUIS
Gilbert,MN,Minnesota,SAINT LOUIS
Goodland,MN,Minnesota,ITASCA
Hibbing,MN,Minnesota,SAINT LOUIS
Hill City,MN,Minnesota,AITKIN
Holyoke,MN,Minnesota,CARLTON
Hoyt Lakes,MN,Minnesota,SAINT LOUIS
Iron,MN,Minnesota,SAINT LOUIS
Jacobson,MN,Minnesota,ITASCA
Keewatin,MN,Minnesota,ITASCA
Kerrick,MN,Minnesota,PINE
Kettle River,MN,Minnesota,CARLTON
Kinney,MN,Minnesota,SAINT LOUIS
Mcgregor,MN,Minnesota,AITKIN
Makinen,MN,Minnesota,SAINT LOUIS
Marble,MN,Minnesota,ITASCA
Meadowlands,MN,Minnesota,SAINT LOUIS
Melrude,MN,Minnesota,SAINT LOUIS
Moose Lake,MN,Minnesota,CARLTON
Mountain Iron,MN,Minnesota,SAINT LOUIS
Nashwauk,MN,Minnesota,ITASCA
Orr,MN,Minnesota,SAINT LOUIS
Nett Lake,MN,Minnesota,SAINT LOUIS
Pengilly,MN,Minnesota,ITASCA
Virginia,MN,Minnesota,SAINT LOUIS
Saginaw,MN,Minnesota,SAINT LOUIS
Sawyer,MN,Minnesota,CARLTON
Side Lake,MN,Minnesota,SAINT LOUIS
Soudan,MN,Minnesota,SAINT LOUIS
Sturgeon Lake,MN,Minnesota,PINE
Swan River,MN,Minnesota,ITASCA
Swatara,MN,Minnesota,CASS
Taconite,MN,Minnesota,ITASCA
Tamarack,MN,Minnesota,AITKIN
Tower,MN,Minnesota,SAINT LOUIS
Twig,MN,Minnesota,SAINT LOUIS
Warba,MN,Minnesota,ITASCA
Willow River,MN,Minnesota,PINE
Winton,MN,Minnesota,SAINT LOUIS
Wrenshall,MN,Minnesota,CARLTON
Wright,MN,Minnesota,CARLTON
Duluth,MN,Minnesota,SAINT LOUIS
Rochester,MN,Minnesota,OLMSTED
Adams,MN,Minnesota,MOWER
Altura,MN,Minnesota,WINONA
Austin,MN,Minnesota,MOWER
Blooming Prairie,MN,Minnesota,STEELE
Brownsdale,MN,Minnesota,MOWER
Brownsville,MN,Minnesota,HOUSTON
Byron,MN,Minnesota,OLMSTED
Caledonia,MN,Minnesota,HOUSTON
Canton,MN,Minnesota,FILLMORE
Chatfield,MN,Minnesota,FILLMORE
Claremont,MN,Minnesota,DODGE
Dakota,MN,Minnesota,WINONA
Dexter,MN,Minnesota,MOWER
Dodge Center,MN,Minnesota,DODGE
Dover,MN,Minnesota,OLMSTED
Eitzen,MN,Minnesota,HOUSTON
Elgin,MN,Minnesota,WABASHA
Elkton,MN,Minnesota,MOWER
Eyota,MN,Minnesota,OLMSTED
Fountain,MN,Minnesota,FILLMORE
Grand Meadow,MN,Minnesota,MOWER
Harmony,MN,Minnesota,FILLMORE
Hayfield,MN,Minnesota,DODGE
Hokah,MN,Minnesota,HOUSTON
Homer,MN,Minnesota,WINONA
Houston,MN,Minnesota,HOUSTON
Kasson,MN,Minnesota,DODGE
Kellogg,MN,Minnesota,WABASHA
Kenyon,MN,Minnesota,GOODHUE
La Crescent,MN,Minnesota,HOUSTON
Lanesboro,MN,Minnesota,FILLMORE
Lansing,MN,Minnesota,MOWER
Le Roy,MN,Minnesota,MOWER
Lewiston,MN,Minnesota,WINONA
Lyle,MN,Minnesota,MOWER
Mabel,MN,Minnesota,FILLMORE
Mantorville,MN,Minnesota,DODGE
Mazeppa,MN,Minnesota,WABASHA
Millville,MN,Minnesota,WABASHA
Minnesota City,MN,Minnesota,WINONA
Oronoco,MN,Minnesota,OLMSTED
Ostrander,MN,Minnesota,FILLMORE
Peterson,MN,Minnesota,FILLMORE
Pine Island,MN,Minnesota,GOODHUE
Plainview,MN,Minnesota,WABASHA
Preston,MN,Minnesota,FILLMORE
Racine,MN,Minnesota,MOWER
Reads Landing,MN,Minnesota,WABASHA
Rollingstone,MN,Minnesota,WINONA
Rose Creek,MN,Minnesota,MOWER
Rushford,MN,Minnesota,FILLMORE
Saint Charles,MN,Minnesota,WINONA
Sargeant,MN,Minnesota,MOWER
Spring Grove,MN,Minnesota,HOUSTON
Spring Valley,MN,Minnesota,FILLMORE
Stewartville,MN,Minnesota,OLMSTED
Taopi,MN,Minnesota,MOWER
Utica,MN,Minnesota,WINONA
Wabasha,MN,Minnesota,WABASHA
Waltham,MN,Minnesota,MOWER
Wanamingo,MN,Minnesota,GOODHUE
West Concord,MN,Minnesota,DODGE
Winona,MN,Minnesota,WINONA
Stockton,MN,Minnesota,WINONA
Wykoff,MN,Minnesota,FILLMORE
Zumbro Falls,MN,Minnesota,WABASHA
Zumbrota,MN,Minnesota,GOODHUE
Mankato,MN,Minnesota,BLUE EARTH
Mankato,MN,Minnesota,NICOLLET
Albert Lea,MN,Minnesota,FREEBORN
Alden,MN,Minnesota,FREEBORN
Amboy,MN,Minnesota,BLUE EARTH
Belle Plaine,MN,Minnesota,SCOTT
Blue Earth,MN,Minnesota,FARIBAULT
Bricelyn,MN,Minnesota,FARIBAULT
Clarks Grove,MN,Minnesota,FREEBORN
Cleveland,MN,Minnesota,LE SUEUR
Comfrey,MN,Minnesota,BROWN
Conger,MN,Minnesota,FREEBORN
Courtland,MN,Minnesota,NICOLLET
Darfur,MN,Minnesota,WATONWAN
Delavan,MN,Minnesota,FARIBAULT
Eagle Lake,MN,Minnesota,BLUE EARTH
Easton,MN,Minnesota,FARIBAULT
Ellendale,MN,Minnesota,STEELE
Elmore,MN,Minnesota,FARIBAULT
Elysian,MN,Minnesota,LE SUEUR
Emmons,MN,Minnesota,FREEBORN
Essig,MN,Minnesota,BROWN
Fairmont,MN,Minnesota,MARTIN
Freeborn,MN,Minnesota,FREEBORN
Frost,MN,Minnesota,FARIBAULT
Garden City,MN,Minnesota,BLUE EARTH
Geneva,MN,Minnesota,FREEBORN
Glenville,MN,Minnesota,FREEBORN
Good Thunder,MN,Minnesota,BLUE EARTH
Granada,MN,Minnesota,MARTIN
Hanska,MN,Minnesota,BROWN
Hartland,MN,Minnesota,FREEBORN
Hayward,MN,Minnesota,FREEBORN
Henderson,MN,Minnesota,SIBLEY
Hollandale,MN,Minnesota,FREEBORN
Hope,MN,Minnesota,STEELE
Huntley,MN,Minnesota,FARIBAULT
Janesville,MN,Minnesota,WASECA
Kasota,MN,Minnesota,LE SUEUR
Kiester,MN,Minnesota,FARIBAULT
Kilkenny,MN,Minnesota,RICE
Lafayette,MN,Minnesota,NICOLLET
Lake Crystal,MN,Minnesota,BLUE EARTH
La Salle,MN,Minnesota,WATONWAN
Le Center,MN,Minnesota,LE SUEUR
Le Sueur,MN,Minnesota,LE SUEUR
Lewisville,MN,Minnesota,WATONWAN
Madelia,MN,Minnesota,WATONWAN
Madison Lake,MN,Minnesota,BLUE EARTH
Mapleton,MN,Minnesota,BLUE EARTH
Minnesota Lake,MN,Minnesota,FARIBAULT
Montgomery,MN,Minnesota,LE SUEUR
New Prague,MN,Minnesota,SCOTT
New Richland,MN,Minnesota,WASECA
New Ulm,MN,Minnesota,BROWN
Nicollet,MN,Minnesota,NICOLLET
Northrop,MN,Minnesota,MARTIN
Pemberton,MN,Minnesota,BLUE EARTH
Saint Clair,MN,Minnesota,BLUE EARTH
Saint James,MN,Minnesota,WATONWAN
Saint Peter,MN,Minnesota,NICOLLET
Sanborn,MN,Minnesota,REDWOOD
Searles,MN,Minnesota,BROWN
Sleepy Eye,MN,Minnesota,BROWN
Springfield,MN,Minnesota,BROWN
Truman,MN,Minnesota,MARTIN
Twin Lakes,MN,Minnesota,FREEBORN
Vernon Center,MN,Minnesota,BLUE EARTH
Waldorf,MN,Minnesota,WASECA
Waseca,MN,Minnesota,WASECA
Waterville,MN,Minnesota,LE SUEUR
Wells,MN,Minnesota,FARIBAULT
Winnebago,MN,Minnesota,FARIBAULT
Windom,MN,Minnesota,COTTONWOOD
Adrian,MN,Minnesota,NOBLES
Alpha,MN,Minnesota,JACKSON
Arco,MN,Minnesota,LINCOLN
Avoca,MN,Minnesota,MURRAY
Balaton,MN,Minnesota,LYON
Beaver Creek,MN,Minnesota,ROCK
Bigelow,MN,Minnesota,NOBLES
Bingham Lake,MN,Minnesota,COTTONWOOD
Brewster,MN,Minnesota,NOBLES
Butterfield,MN,Minnesota,WATONWAN
Ceylon,MN,Minnesota,MARTIN
Chandler,MN,Minnesota,MURRAY
Currie,MN,Minnesota,MURRAY
Dovray,MN,Minnesota,MURRAY
Dunnell,MN,Minnesota,MARTIN
Edgerton,MN,Minnesota,PIPESTONE
Ellsworth,MN,Minnesota,NOBLES
Fulda,MN,Minnesota,MURRAY
Garvin,MN,Minnesota,LYON
Hardwick,MN,Minnesota,ROCK
Hendricks,MN,Minnesota,LINCOLN
Heron Lake,MN,Minnesota,JACKSON
Hills,MN,Minnesota,ROCK
Holland,MN,Minnesota,PIPESTONE
Ihlen,MN,Minnesota,PIPESTONE
Iona,MN,Minnesota,MURRAY
Ivanhoe,MN,Minnesota,LINCOLN
Jackson,MN,Minnesota,JACKSON
Jasper,MN,Minnesota,ROCK
Jeffers,MN,Minnesota,COTTONWOOD
Kanaranzi,MN,Minnesota,NOBLES
Kenneth,MN,Minnesota,ROCK
Lake Benton,MN,Minnesota,LINCOLN
Lakefield,MN,Minnesota,JACKSON
Lake Wilson,MN,Minnesota,MURRAY
Lamberton,MN,Minnesota,REDWOOD
Leota,MN,Minnesota,NOBLES
Lismore,MN,Minnesota,NOBLES
Luverne,MN,Minnesota,ROCK
Lynd,MN,Minnesota,LYON
Magnolia,MN,Minnesota,ROCK
Mountain Lake,MN,Minnesota,COTTONWOOD
Odin,MN,Minnesota,WATONWAN
Okabena,MN,Minnesota,JACKSON
Ormsby,MN,Minnesota,MARTIN
Pipestone,MN,Minnesota,PIPESTONE
Reading,MN,Minnesota,NOBLES
Revere,MN,Minnesota,REDWOOD
Round Lake,MN,Minnesota,NOBLES
Rushmore,MN,Minnesota,NOBLES
Russell,MN,Minnesota,LYON
Ruthton,MN,Minnesota,PIPESTONE
Sherburn,MN,Minnesota,MARTIN
Slayton,MN,Minnesota,MURRAY
Steen,MN,Minnesota,ROCK
Storden,MN,Minnesota,COTTONWOOD
Tracy,MN,Minnesota,LYON
Trimont,MN,Minnesota,MARTIN
Trosky,MN,Minnesota,PIPESTONE
Tyler,MN,Minnesota,LINCOLN
Walnut Grove,MN,Minnesota,REDWOOD
Welcome,MN,Minnesota,MARTIN
Westbrook,MN,Minnesota,COTTONWOOD
Wilmont,MN,Minnesota,NOBLES
Woodstock,MN,Minnesota,PIPESTONE
Worthington,MN,Minnesota,NOBLES
Willmar,MN,Minnesota,KANDIYOHI
Alberta,MN,Minnesota,STEVENS
Appleton,MN,Minnesota,SWIFT
Atwater,MN,Minnesota,KANDIYOHI
Barry,MN,Minnesota,BIG STONE
Beardsley,MN,Minnesota,BIG STONE
Bellingham,MN,Minnesota,LAC QUI PARLE
Belview,MN,Minnesota,REDWOOD
Benson,MN,Minnesota,SWIFT
Blomkest,MN,Minnesota,KANDIYOHI
Boyd,MN,Minnesota,LAC QUI PARLE
Browns Valley,MN,Minnesota,TRAVERSE
Canby,MN,Minnesota,YELLOW MEDICINE
Chokio,MN,Minnesota,STEVENS
Clara City,MN,Minnesota,CHIPPEWA
Clarkfield,MN,Minnesota,YELLOW MEDICINE
Clements,MN,Minnesota,REDWOOD
Clinton,MN,Minnesota,BIG STONE
Clontarf,MN,Minnesota,SWIFT
Correll,MN,Minnesota,BIG STONE
Cosmos,MN,Minnesota,MEEKER
Cottonwood,MN,Minnesota,LYON
Danube,MN,Minnesota,RENVILLE
Danvers,MN,Minnesota,SWIFT
Dawson,MN,Minnesota,LAC QUI PARLE
Donnelly,MN,Minnesota,STEVENS
Dumont,MN,Minnesota,TRAVERSE
Echo,MN,Minnesota,YELLOW MEDICINE
Ghent,MN,Minnesota,LYON
Graceville,MN,Minnesota,BIG STONE
Granite Falls,MN,Minnesota,YELLOW MEDICINE
Grove City,MN,Minnesota,MEEKER
Hancock,MN,Minnesota,STEVENS
Hanley Falls,MN,Minnesota,YELLOW MEDICINE
Herman,MN,Minnesota,GRANT
Holloway,MN,Minnesota,SWIFT
Kandiyohi,MN,Minnesota,KANDIYOHI
Kerkhoven,MN,Minnesota,SWIFT
Lake Lillian,MN,Minnesota,KANDIYOHI
Lucan,MN,Minnesota,REDWOOD
Madison,MN,Minnesota,LAC QUI PARLE
Marietta,MN,Minnesota,LAC QUI PARLE
Marshall,MN,Minnesota,LYON
Maynard,MN,Minnesota,CHIPPEWA
Milan,MN,Minnesota,CHIPPEWA
Milroy,MN,Minnesota,REDWOOD
Minneota,MN,Minnesota,LYON
Montevideo,MN,Minnesota,CHIPPEWA
Morgan,MN,Minnesota,REDWOOD
Morris,MN,Minnesota,STEVENS
Morton,MN,Minnesota,RENVILLE
Murdock,MN,Minnesota,SWIFT
New London,MN,Minnesota,KANDIYOHI
Norcross,MN,Minnesota,GRANT
Odessa,MN,Minnesota,BIG STONE
Olivia,MN,Minnesota,RENVILLE
Ortonville,MN,Minnesota,BIG STONE
Pennock,MN,Minnesota,KANDIYOHI
Porter,MN,Minnesota,YELLOW MEDICINE
Prinsburg,MN,Minnesota,KANDIYOHI
Raymond,MN,Minnesota,KANDIYOHI
Redwood Falls,MN,Minnesota,REDWOOD
Renville,MN,Minnesota,RENVILLE
Sacred Heart,MN,Minnesota,RENVILLE
Seaforth,MN,Minnesota,REDWOOD
Spicer,MN,Minnesota,KANDIYOHI
Sunburg,MN,Minnesota,KANDIYOHI
Taunton,MN,Minnesota,LYON
Vesta,MN,Minnesota,REDWOOD
Wabasso,MN,Minnesota,REDWOOD
Wanda,MN,Minnesota,REDWOOD
Watson,MN,Minnesota,CHIPPEWA
Wheaton,MN,Minnesota,TRAVERSE
Wood Lake,MN,Minnesota,YELLOW MEDICINE
Saint Cloud,MN,Minnesota,STEARNS
Saint Cloud,MN,Minnesota,SHERBURNE
Albany,MN,Minnesota,STEARNS
Alexandria,MN,Minnesota,DOUGLAS
Ashby,MN,Minnesota,GRANT
Avon,MN,Minnesota,STEARNS
Barrett,MN,Minnesota,GRANT
Belgrade,MN,Minnesota,STEARNS
Bock,MN,Minnesota,MILLE LACS
Bowlus,MN,Minnesota,MORRISON
Brandon,MN,Minnesota,DOUGLAS
Brooten,MN,Minnesota,STEARNS
Buckman,MN,Minnesota,MORRISON
Burtrum,MN,Minnesota,TODD
Carlos,MN,Minnesota,DOUGLAS
Cold Spring,MN,Minnesota,STEARNS
Collegeville,MN,Minnesota,STEARNS
Cyrus,MN,Minnesota,POPE
Dalton,MN,Minnesota,OTTER TAIL
Elrosa,MN,Minnesota,STEARNS
Evansville,MN,Minnesota,DOUGLAS
Farwell,MN,Minnesota,DOUGLAS
Flensburg,MN,Minnesota,MORRISON
Foley,MN,Minnesota,BENTON
Foreston,MN,Minnesota,MILLE LACS
Freeport,MN,Minnesota,STEARNS
Garfield,MN,Minnesota,DOUGLAS
Gilman,MN,Minnesota,BENTON
Glenwood,MN,Minnesota,POPE
Greenwald,MN,Minnesota,STEARNS
Grey Eagle,MN,Minnesota,TODD
Hillman,MN,Minnesota,MORRISON
Hoffman,MN,Minnesota,GRANT
Holdingford,MN,Minnesota,STEARNS
Holmes City,MN,Minnesota,DOUGLAS
Isle,MN,Minnesota,MILLE LACS
Kensington,MN,Minnesota,DOUGLAS
Lastrup,MN,Minnesota,MORRISON
Little Falls,MN,Minnesota,MORRISON
Long Prairie,MN,Minnesota,TODD
Lowry,MN,Minnesota,POPE
Mc Grath,MN,Minnesota,AITKIN
Melrose,MN,Minnesota,STEARNS
Milaca,MN,Minnesota,MILLE LACS
